urls
http://www.abbevillegeneral.com/patients-visitors/for-patients/charges-billing-and-insurance/
https://www.kinchenfuneralhome.com/m/index
https://www.syriefh.com/obituary/linda-petry
https://www.fountainmemorialfuneralhome.com/gpl
https://www.cvs.com/store-locator/cvs-pharmacy-address/1100+Veterans+Memorial+Drive-Abbeville-LA-70510/storeid=5275
https://www.opelousasgeneral.com/patient_info/hospital_standard_charges.aspx
http://mercyregionalmedicalcenter.com/health-education-center/
https://www.abbevilleareamc.com/about_us/price_transparency.aspx
https://www.cvs.com/store-locator/cvs-pharmacy-locations/Louisiana/Abbeville
https://www.gasbuddy.com/station/104428
https://www.hendersonmemorialchapel.com/obituary/margaret-troutman
http://www.lexmed.com/find-a-doctor/physician-practices/detail/1344/lexington-radiology-associates
https://www.facebook.com/pages/category/Soul-Food-Restaurant/TheOriginalSoulfulEats/posts/
http://www.myech.org/dining_copy.html
https://www.beckershospitalreview.com/print-issue/past-issues.html
https://www.dodgecountyhospital.com/getpage.php?name=PricingInformation
http://www.abbevillegeneral.com/chargemaster-and-average-charge-by-drg/
https://www.fletcherfuneralhomes.org/location/1921
https://www.fletcherfuneralhomes.org/obits
https://www.gcrmc.org/
